ids,name_repo,lenguaje,stargazers,watchers,forks,tamaño_kb,issues,network_size,star_q1,star_gq2,star_gq3,star_gq4,fork_q1,fork_gq2,fork_gq3,fork_gq4
112520958,https://github.com/GoogleChromeLabs/jsvu,JavaScript,1595,42,79,232,22,79,775.0,1.369,1.2573,1.2706,43.5,1.8161,1.4494,1.3275
195327838,https://github.com/dai-shi/use-context-selector,TypeScript,1577,12,43,2055,4,43,363.5,2.3136,1.5505,1.286,21.0,1.9048,1.575,1.3333
115018676,https://github.com/smooth-code/smooth-ui,JavaScript,1601,18,114,8682,12,114,1020.0,1.2922,1.1631,1.1096,54.0,1.963,1.5283,1.3086
42895554,https://github.com/espadrine/succinct-cybernetics,JavaScript,1601,31,93,83,1,93,1572.0,1.0293,1.0253,1.0253,127.0,1.1496,1.1301,1.1152
121482350,https://github.com/RubixML/ML,PHP,1601,51,124,25796,34,124,759.0,1.3729,1.3839,1.1789,49.5,2.1818,1.5046,1.3477
135768962,https://github.com/Tinder/StateMachine,Kotlin,1609,37,100,239,27,100,647.75,1.4674,1.4932,1.2042,53.5,1.8879,1.4901,1.3156
40604558,https://github.com/Belphemur/SoundSwitch,C#,1595,46,138,16521,31,138,474.0,1.7574,1.515,1.3431,35.25,2.922,1.6456,1.4041
69663,https://github.com/mattn/vim-gist,Vim script,1636,31,140,410,38,140,556.75,1.7836,1.39,1.2577,37.5,2.7733,1.6442,1.4035
766701,https://github.com/jamesturk/jellyfish,Python,1658,42,146,990,10,146,641.25,1.5431,1.4025,1.2668,37.25,2.6846,1.725,1.4203
159668508,https://github.com/vislyhq/stretch,Rust,1698,36,108,43649,38,108,947.0,1.2978,1.2368,1.1829,52.5,1.8857,1.4697,1.3196
286299736,https://github.com/rtivital/omatsuri,JavaScript,1716,23,120,26728,4,120,991.25,1.3311,1.1673,1.179,49.0,2.3265,1.4035,1.3625
43354735,https://github.com/cytopia/ffscreencast,Shell,1638,34,73,337,17,73,762.5,1.1633,1.7852,1.0976,44.5,1.6854,1.4333,1.3581
390399065,https://github.com/themesberg/flowbite,HTML,1679,17,143,7010,47,143,475.0,1.7116,1.5695,1.3942,30.75,2.7317,2.0,1.4464
18980240,https://github.com/araddon/dateparse,Go,1702,23,132,474,51,132,806.25,1.3668,1.3471,1.2139,36.5,2.7671,1.6386,1.3776
22761491,https://github.com/symisc/unqlite,C,1679,64,150,2424,15,150,480.0,2.0146,1.4157,1.2995,37.25,2.7114,1.7376,1.4245
60985120,https://github.com/syncthing/syncthing-macos,Objective-C,1660,49,107,22817,12,107,420.25,1.8953,1.5829,1.396,47.5,2.1474,1.4902,1.3618
17113037,https://github.com/hanslub42/rlwrap,C,1668,36,117,2019,24,117,468.0,1.8462,1.4959,1.3679,41.0,2.4146,1.6061,1.3648
320370787,https://github.com/arxanas/git-branchless,Rust,1702,15,37,2046,25,37,855.5,1.6429,1.1901,1.0773,27.5,1.5636,1.3605,1.265
146396702,https://github.com/nexxtway/react-rainbow,JavaScript,1701,23,96,29157,90,96,1093.5,1.3123,1.1383,1.1025,70.0,1.5429,1.4444,1.2308
25706953,https://github.com/acdlite/flummox,JavaScript,1691,39,127,1178,38,127,1238.25,1.1932,1.1122,1.0899,45.5,2.5275,1.4826,1.3138
22277409,https://github.com/cwRichardKim/RKSwipeBetweenViewControllers,Objective-C,1696,56,156,2464,19,156,786.75,1.5126,1.3086,1.1533,42.0,2.619,1.6545,1.3846
193104152,https://github.com/anonaddy/anonaddy,PHP,1730,28,102,3052,40,102,685.5,1.5522,1.3261,1.297,72.5,1.5862,1.3696,1.2825
22601397,https://github.com/watchexec/cargo-watch,Rust,1746,11,67,1098,10,67,475.0,1.8989,1.5083,1.3569,36.0,1.8889,1.4706,1.34
92612195,https://github.com/symfony/profiler-pack,,1737,7,6,8,0,6,660.5,1.7411,1.35,1.1833,4.0,2.0,1.25,1.2
67960206,https://github.com/TrestleAdmin/trestle,Ruby,1731,55,147,15282,87,147,884.0,1.3937,1.2601,1.1794,41.25,2.5697,1.6462,1.404
159810374,https://github.com/mthenw/awesome-layers,,1758,67,159,81,4,159,823.0,1.4678,1.2897,1.1926,47.5,2.3579,1.6518,1.3838
44676949,https://github.com/GoogleChromeLabs/simplehttp2server,Go,1722,53,107,376,5,107,615.5,2.3526,1.1369,1.1068,53.0,2.1698,1.387,1.279
118027299,https://github.com/developit/stockroom,JavaScript,1752,22,58,31,11,58,1367.25,1.1355,1.111,1.0738,56.0,1.3571,1.2632,1.2083
131665090,https://github.com/boydm/scenic,Elixir,1754,71,121,3066,35,121,1147.5,1.251,1.1562,1.117,99.0,1.4141,1.2786,1.2291
