ids,name_repo,lenguaje,stargazers,watchers,forks,tamaño_kb,issues,network_size,star_q1,star_gq2,star_gq3,star_gq4,fork_q1,fork_gq2,fork_gq3,fork_gq4
152438565,https://github.com/TankerHQ/sdk-js,TypeScript,795,14,24,8541,1,24,537.0,1.3939,1.0311,1.0301,13.5,1.4074,1.1316,1.1163
380244619,https://github.com/CollegesChat/university-information,Python,800,6,31,16030,1,31,660.0,1.0962,1.0501,1.053,19.5,1.2051,1.1809,1.1171
94544659,https://github.com/MichaelAquilina/zsh-you-should-use,Shell,825,6,28,474,10,28,239.25,1.9916,1.372,1.262,7.75,1.871,1.4655,1.3176
196635946,https://github.com/julvo/reloading,Python,855,6,23,623,3,23,657.5,1.0753,1.0983,1.1011,11.5,1.3913,1.2188,1.1795
39859622,https://github.com/billpmurphy/hask,Python,844,28,34,257,13,34,366.5,1.4352,1.1606,1.3825,9.0,1.7778,1.5625,1.28
34902045,https://github.com/Seldaek/phar-utils,PHP,847,2,2,18,0,2,247.0,2.0,1.4008,1.224,1.25,1.2,1.1667,1.1429
390496407,https://github.com/spotify/ruler,Kotlin,823,19,33,1776,2,33,82.75,7.9577,1.1917,1.0487,7.5,2.7333,1.2561,1.2039
8212790,https://github.com/egison/egison,Haskell,841,44,34,8892,17,34,280.5,1.8217,1.3297,1.2377,10.5,1.7143,1.4167,1.3333
456728202,https://github.com/nextest-rs/nextest,Rust,858,3,21,130319,23,21,696.0,1.1063,1.0438,1.0675,9.5,1.4737,1.25,1.2
77410237,https://github.com/AnimaApp/Auto-Layout,HTML,867,22,41,116782,71,41,394.5,1.4094,1.2653,1.2324,10.5,2.1429,1.4111,1.2913
13570808,https://github.com/tj/node-thunkify,JavaScript,858,14,44,13,10,44,244.0,1.873,1.4661,1.2806,11.75,1.9149,1.4778,1.3233
276042304,https://github.com/skytable/skytable,Rust,857,19,38,3139,11,38,92.0,4.4674,1.6521,1.2622,13.25,1.6226,1.407,1.2562
160438058,https://github.com/fossasia/fossasia-jekyll-theme,CSS,867,7,5,27996,0,5,224.75,2.3159,1.3665,1.219,2.0,1.5,1.3333,1.25
3389495,https://github.com/gerhard/deliver,Shell,886,26,45,246,2,45,536.0,1.2313,1.1788,1.1388,11.0,2.0,1.4545,1.3438
84448164,https://github.com/mitnk/cicada,Rust,877,15,47,1006,3,47,417.0,1.5875,1.1631,1.139,16.25,1.6923,1.3364,1.2517
309083187,https://github.com/enesozturk/react-native-hold-menu,TypeScript,883,10,45,90910,8,45,506.5,1.1639,1.2913,1.1599,13.0,1.8462,1.3542,1.3231
474176747,https://github.com/tnballo/high-assurance-rust,Rust,914,26,20,4456,0,20,822.0,1.0547,1.0363,1.0173,8.25,1.3939,1.2609,1.3793
57289216,https://github.com/joshuaclayton/unused,Haskell,874,19,26,272,1,26,379.25,1.4595,1.294,1.2202,7.5,1.8667,1.3929,1.2821
