ids,name_repo,lenguaje,stargazers,watchers,forks,tamaño_kb,issues,network_size,star_q1,star_gq2,star_gq3,star_gq4,fork_q1,fork_gq2,fork_gq3,fork_gq4
118370558,https://github.com/werman/noise-suppression-for-voice,C,2348,33,127,270,58,127,580.75,2.0336,1.4989,1.3264,33.0,1.9091,1.4762,1.3333
3545128,https://github.com/mmattozzi/cocoa-rest-client,Objective-C,2280,69,213,8855,43,213,647.5,2.0224,1.4137,1.2316,52.5,2.019,1.5047,1.3354
24886506,https://github.com/shinydevelopment/SimulatorStatusMagic,Objective-C,2274,36,146,2276,0,146,1105.75,1.3995,1.2383,1.1867,38.5,1.8961,1.4589,1.3146
3710342,https://github.com/adamdbradley/foresight.js,JavaScript,2266,74,103,3579,0,103,1640.0,1.1683,1.1078,1.0676,28.25,1.8584,1.4619,1.3029
35418187,https://github.com/AsamK/signal-cli,Java,2285,57,234,4058,28,234,542.0,1.703,1.727,1.4335,56.0,1.9464,1.5413,1.3274
93960104,https://github.com/learn-anything/alfred-workflows,,2284,74,107,5525,3,107,767.25,1.6996,1.4224,1.2314,28.75,1.9304,1.4459,1.3333
121307662,https://github.com/arrowtype/recursive,Python,2305,24,38,2063288,14,38,834.0,1.8477,1.2622,1.1851,11.0,1.8182,1.45,1.3103
78159147,https://github.com/luisvinicius167/ityped,JavaScript,2283,53,143,444,13,143,1639.5,1.1241,1.1229,1.1032,61.25,1.4612,1.3017,1.2189
13815417,https://github.com/GeertJohan/go.rice,Go,2285,57,148,261,39,148,633.0,1.8973,1.4571,1.3057,36.75,1.9728,1.5069,1.3272
18418026,https://github.com/OneGet/oneget,C#,2315,138,186,6419,96,186,871.5,1.6173,1.3503,1.2163,47.25,1.9577,1.5108,1.3166
123365228,https://github.com/rcoh/angle-grinder,Rust,2480,20,57,1921,25,57,683.5,1.4199,2.086,1.225,13.0,1.8462,1.9167,1.2391
5369562,https://github.com/bnoordhuis/node-heapdump,JavaScript,2335,46,133,83,11,133,602.5,2.0158,1.4866,1.2933,32.25,2.0,1.4845,1.3473
61965362,https://github.com/hanickadot/compile-time-regular-expressions,C++,2354,57,140,2605,72,140,658.0,1.7052,1.6742,1.2531,35.25,1.9433,1.5109,1.3237
4001241,https://github.com/nicknisi/dotfiles,Lua,2330,83,340,3458,3,340,602.5,1.922,1.4989,1.3424,88.5,1.8983,1.506,1.3083
11271755,https://github.com/kattrali/cocoapods-xcode-plugin,Objective-C,2343,124,328,1420,14,328,1039.0,1.409,1.3699,1.1683,85.5,1.9415,1.491,1.301
155009767,https://github.com/linux-surface/linux-surface,Shell,2370,112,136,236229,273,136,503.5,2.0556,1.6048,1.4269,32.25,2.062,1.485,1.3671
12373318,https://github.com/IHaskell/IHaskell,Jupyter Notebook,2354,46,249,7155,30,249,859.0,1.6787,1.3363,1.2216,71.5,1.8322,1.416,1.3046
74047865,https://github.com/marcelodolza/iziToast,CSS,2385,59,297,329,41,297,1103.25,1.448,1.2775,1.1687,97.25,1.6812,1.3991,1.2809
85822612,https://github.com/gopher-os/gopher-os,Go,2384,121,173,659,8,173,1330.5,1.298,1.1798,1.1701,64.5,1.5659,1.3614,1.2582
26517837,https://github.com/getlantern/systray,Go,2379,67,305,55051,79,305,439.5,2.1047,1.8286,1.4064,65.5,2.0076,1.5228,1.3683
31860188,https://github.com/DanielRapp/doppler,JavaScript,2375,104,187,7167,5,187,1836.5,1.1244,1.0738,1.071,96.0,1.3229,1.2283,1.1987
49417923,https://github.com/fable-compiler/Fable,F#,2396,72,263,248564,72,263,799.0,1.7222,1.3634,1.2772,68.0,1.9412,1.5,1.3131
5533936,https://github.com/pgmodeler/pgmodeler,C++,2401,132,348,42236,471,348,751.5,1.6341,1.5342,1.2744,91.25,1.9123,1.4943,1.3269
31377223,https://github.com/davidmerfield/Typeset,JavaScript,2371,49,64,1960,24,64,1953.75,1.071,1.0725,1.0565,28.0,1.4286,1.3,1.2308
261283923,https://github.com/osohq/oso,Rust,2458,28,118,105455,85,118,675.0,1.6963,1.6428,1.3068,30.75,1.9024,1.4744,1.3333
22944288,https://github.com/gavinbunney/Toucan,Swift,2431,59,226,4680,10,226,1162.0,1.4561,1.24,1.1587,54.75,2.0274,1.4797,1.3029
235190220,https://github.com/ploomber/ploomber,Python,2404,24,158,6676,197,158,210.0,2.4524,1.9117,2.4418,30.5,2.0328,1.8306,1.3833
288728933,https://github.com/brave-people/brave-tech-interview,,2454,26,207,13143,2,207,830.0,1.7976,1.3331,1.2338,54.0,1.8333,1.5354,1.3026
3803067,https://github.com/AppScale/gts,Python,2420,159,293,136733,51,293,1081.5,1.7471,1.1523,1.1115,92.5,1.8,1.3559,1.2536
33703298,https://github.com/geerlingguy/macos-virtualbox-vm,Shell,2451,100,318,55,28,318,663.75,2.0979,1.423,1.2369,82.25,1.9027,1.5,1.3163
181352945,https://github.com/Findomain/Findomain,Rust,2447,55,310,34998,7,310,980.0,1.551,1.3138,1.2253,89.5,1.7933,1.4626,1.295
20188259,https://github.com/bheisler/criterion.rs,Rust,2521,29,188,5260,85,188,574.0,1.9582,1.5907,1.41,47.0,1.9574,1.4783,1.3529
25158026,https://github.com/WaterfoxCo/Waterfox,,2454,109,260,4214160,150,260,515.5,2.1416,1.4506,1.5323,63.5,1.9843,1.496,1.3634
7846848,https://github.com/yeoman/generator-chrome-extension,JavaScript,2464,58,235,347,13,235,660.0,2.0909,1.4167,1.2604,60.25,1.9502,1.4872,1.3276
30621185,https://github.com/go-jira/jira,Go,2477,102,309,4431,162,309,602.5,2.2207,1.469,1.2602,76.0,2.0,1.5,1.3333
31878669,https://github.com/neologd/mecab-ipadic-neologd,Shell,2495,122,252,463690,13,252,674.75,1.9585,1.482,1.2739,65.25,1.9387,1.5237,1.3074
208038454,https://github.com/treeverse/lakeFS,Go,2484,34,234,66857,366,234,742.25,1.8552,1.4267,1.2644,107.0,1.3832,1.2905,1.2199
12970006,https://github.com/symfony/expression-language,PHP,2507,12,38,527,0,38,740.0,1.9662,1.4014,1.2295,10.0,1.9,1.4737,1.3571
1398645,https://github.com/symfony/form,PHP,2485,18,106,13309,0,106,767.25,1.9355,1.38,1.2126,26.0,2.0,1.4808,1.3506
8586494,https://github.com/mhinz/vim-signify,Vim script,2499,37,95,1651,6,95,654.25,1.838,1.5503,1.3399,23.25,2.0,1.5376,1.3147
2687787,https://github.com/bergie/create,JavaScript,2498,106,297,10915,67,297,1517.0,1.2413,1.1819,1.1224,98.0,1.6633,1.408,1.2767
285012857,https://github.com/jitsucom/jitsu,TypeScript,2513,32,144,30385,84,144,1048.75,1.3011,1.4606,1.2609,48.25,1.6477,1.3774,1.2968
66612791,https://github.com/elye/loaderviewlibrary,Java,2500,47,330,194,2,330,1462.0,1.2729,1.1902,1.1282,152.75,1.3781,1.2886,1.2018
32345677,https://github.com/Tampermonkey/tampermonkey,JavaScript,2556,111,329,3712,231,329,448.25,2.3971,1.6329,1.4568,78.75,2.0444,1.5171,1.3388
157026310,https://github.com/Kobzol/hardware-effects,C++,2525,91,129,102,9,129,1770.25,1.1775,1.1124,1.0889,64.0,1.3438,1.2442,1.1963
159327622,https://github.com/ivanvorobei/SPStorkController,Swift,2534,38,200,18362,15,200,1458.75,1.3446,1.16,1.1137,62.0,1.7581,1.4128,1.2857
31326998,https://github.com/pinterest/PINCache,Objective-C,2553,79,352,14284,26,352,931.5,1.7499,1.3095,1.1961,87.0,1.954,1.4882,1.336
45923375,https://github.com/moncho/dry,Go,2536,50,92,32302,27,92,578.0,2.4913,1.4368,1.2257,23.25,2.043,1.4474,1.3236
283030627,https://github.com/microsoft/onefuzz,Rust,2546,93,168,16649,208,168,2169.25,1.061,1.0536,1.05,95.0,1.2526,1.1933,1.1831
79170120,https://github.com/dabbott/react-express,TypeScript,2552,30,141,14120,16,141,2117.25,1.0721,1.0598,1.0608,65.75,1.3916,1.2486,1.1991
926120,https://github.com/doctrine/data-fixtures,PHP,2569,33,223,547,44,223,598.75,2.2564,1.537,1.2372,54.75,1.9817,1.4677,1.3438
33224233,https://github.com/jsdf/react-native-htmlview,JavaScript,2579,44,431,710,132,431,573.0,2.5061,1.4596,1.2304,100.25,2.1397,1.4394,1.302
70848287,https://github.com/yairEO/tagify,JavaScript,2573,20,368,3319,58,368,408.5,2.0441,2.1707,1.4196,90.75,2.022,1.4946,1.3382
274734498,https://github.com/ignis-sec/Pwdb-Public,,2583,140,365,52228,5,365,2109.0,1.074,1.0702,1.0656,256.5,1.1306,1.1129,1.0999
51721955,https://github.com/benoitvallon/computer-science-in-javascript,JavaScript,2605,98,521,55,8,521,1130.5,1.5396,1.2963,1.1546,136.0,1.9412,1.5,1.2677
19437654,https://github.com/pickhardt/betty,Ruby,2608,112,214,634,52,214,1940.5,1.1234,1.106,1.0817,105.5,1.3365,1.2447,1.1966
90715445,https://github.com/shunfei/cronsun,Go,2635,112,431,78533,77,431,971.5,1.6809,1.3126,1.2293,136.5,1.7436,1.4223,1.2703
26119237,https://github.com/justjavac/ReplaceGoogleCDN,JavaScript,2595,83,471,410,11,471,507.0,2.1775,1.6196,1.4513,109.25,1.9908,1.5379,1.3543
21685855,https://github.com/zzmp/juliusjs,JavaScript,2587,124,187,3106,16,187,2089.5,1.0842,1.0716,1.0656,84.5,1.4201,1.2708,1.2262
1398628,https://github.com/symfony/browser-kit,PHP,2659,14,54,831,0,54,784.75,1.9924,1.4023,1.2128,13.75,2.0,1.4636,1.3168
75744278,https://github.com/oklog/ulid,Go,2674,46,111,211,1,111,1087.0,1.5741,1.2572,1.2431,27.75,2.0,1.482,1.3374
14021219,https://github.com/abishekvashok/cmatrix,C,2670,47,287,470,38,287,471.5,2.403,1.6545,1.4244,66.25,2.083,1.5199,1.3445
875626,https://github.com/django-mptt/django-mptt,Python,2631,69,443,2112,119,443,799.25,1.7373,1.4658,1.2927,107.25,2.0,1.5,1.3209
83363132,https://github.com/CrunchyData/postgres-operator,Go,2637,56,423,632214,211,423,472.75,2.0952,1.6815,1.5833,103.75,1.9181,1.5289,1.3673
21528995,https://github.com/caiogondim/bullet-train.zsh,Makefile,2671,48,385,5035,86,385,737.5,2.0149,1.4595,1.2316,95.25,1.9895,1.4868,1.331
63352907,https://github.com/the-road-to-learn-react/the-road-to-learn-react,,2665,122,361,1123,19,361,663.0,2.3582,1.4204,1.2,88.75,2.0732,1.4959,1.297
6596067,https://github.com/inspirit/jsfeat,JavaScript,2676,143,380,1966,46,380,906.75,1.7541,1.3941,1.2069,95.75,1.9791,1.4842,1.3084
32165777,https://github.com/500px/500px-android-blur,Java,2670,136,334,17004,24,334,1243.0,1.5036,1.2392,1.1528,105.0,1.781,1.3904,1.2615
1650371,https://github.com/BorisMoore/jsrender,JavaScript,2655,162,365,7158,4,365,1059.75,1.5291,1.359,1.2056,96.0,1.9167,1.4891,1.3139
19681341,https://github.com/mdo/wtf-forms,CSS,2699,73,156,74,18,156,1517.5,1.4214,1.131,1.1064,65.75,1.4373,1.3254,1.2375
121828,https://github.com/activeadmin/inherited_resources,Ruby,2689,46,390,1132,8,390,1320.75,1.3591,1.2887,1.1624,90.75,2.0441,1.4946,1.3273
13895467,https://github.com/laurent22/rsync-time-backup,Shell,2697,106,395,749,96,395,931.5,1.5953,1.4532,1.2489,106.75,1.822,1.4871,1.3172
95379459,https://github.com/maciejkula/spotlight,Python,2728,110,407,9222,71,407,1038.0,1.6493,1.3172,1.2098,121.75,1.8029,1.4271,1.2769
52542345,https://github.com/serverless/serverless-graphql,JavaScript,2695,104,386,16727,179,386,583.5,2.6264,1.4654,1.2,94.0,2.0851,1.4745,1.2941
49220157,https://github.com/ROCm-Developer-Tools/HIP,C++,2706,131,431,17925,354,431,1008.75,1.6758,1.2927,1.2383,126.75,1.7633,1.4687,1.2947
12260386,https://github.com/power-assert-js/power-assert,JavaScript,2726,44,68,2766,37,68,769.0,2.0663,1.4141,1.2132,17.5,1.9429,1.4853,1.3465
198869255,https://github.com/google/AFL,C,2740,79,476,939,66,476,932.25,1.6358,1.4016,1.2819,125.5,1.9044,1.4623,1.3219
41105068,https://github.com/lbryio/lbrycrd,C++,2707,54,172,91930,26,172,191.5,2.376,1.7011,3.4974,40.5,1.9753,1.6312,1.3027
13484298,https://github.com/haxiomic/GPU-Fluid-Experiments,Haxe,2734,144,330,7712,14,330,1402.0,1.3174,1.2512,1.183,132.75,1.4727,1.3568,1.2366
23771864,https://github.com/kaishin/Gifu,Swift,2765,48,260,26665,29,260,1202.0,1.4767,1.2868,1.2106,64.75,2.0927,1.4262,1.3092
68010404,https://github.com/TangoAgency/material-intro-screen,Java,2734,57,422,27796,59,422,1717.5,1.2483,1.1504,1.1085,158.75,1.5528,1.3316,1.2369
41383947,https://github.com/skevy/graphiql-app,JavaScript,2773,76,370,3517,77,370,689.5,2.3278,1.396,1.2377,94.25,1.9576,1.4946,1.3055
1076724,https://github.com/chrismiles/CMPopTipView,Objective-C,2750,106,484,256,32,484,990.75,1.6175,1.4154,1.2124,111.5,2.0717,1.513,1.3247
629921,https://github.com/bobthecow/git-flow-completion,Shell,2753,57,406,48,17,406,859.25,1.794,1.422,1.2559,90.0,2.0444,1.4891,1.3285
2536587,https://github.com/Automattic/juice,JavaScript,2807,153,206,964,55,206,796.5,1.8475,1.4594,1.3071,44.75,2.0447,1.4891,1.3211
4343951,https://github.com/symfony/options-resolver,PHP,2811,6,29,636,0,29,963.0,1.8235,1.3494,1.1863,7.75,1.871,1.5345,1.3034
27942236,https://github.com/formspree/formspree,Python,2763,67,247,2971,15,247,692.0,2.1777,1.5212,1.2052,61.75,1.9757,1.4857,1.3186
14150535,https://github.com/pelias/pelias,Twig,2796,100,218,11120,223,218,760.0,1.7895,1.4265,1.4412,54.25,1.9816,1.5047,1.3168
10546051,https://github.com/thoughtbot/rcm,Perl,2788,77,130,1991,17,130,814.0,1.8759,1.4335,1.2736,32.75,2.0305,1.4774,1.313
39787202,https://github.com/nefarius/ScpToolkit,C#,2807,238,522,38898,0,522,870.0,1.9011,1.3422,1.2644,119.25,2.0922,1.5301,1.3386
94404614,https://github.com/jondot/react-flight,JavaScript,2817,24,102,3147,51,102,2334.0,1.0883,1.05,1.0559,43.25,1.4451,1.292,1.226
68833911,https://github.com/mmin18/RealtimeBlurView,Java,2829,62,306,10806,31,306,1246.5,1.4793,1.2915,1.1879,109.5,1.6164,1.3715,1.24
29785166,https://github.com/voronianski/flux-comparison,JavaScript,2795,91,230,1947,8,230,1614.0,1.3569,1.1558,1.1042,74.0,1.7297,1.3633,1.2837
17884290,https://github.com/tschaub/gh-pages,JavaScript,2813,22,179,821,110,179,632.75,2.2426,1.5287,1.2968,45.75,1.9563,1.4665,1.3257
294965042,https://github.com/gnebbia/kb,Python,2859,61,92,18527,7,92,2452.25,1.069,1.044,1.0447,49.75,1.3769,1.1715,1.1464
143562995,https://github.com/iamhosseindhv/notistack,TypeScript,2863,25,269,3750,20,269,643.5,2.0575,1.5827,1.3663,67.5,1.9037,1.4844,1.3368
197205035,https://github.com/DIYgod/RSSHub-Radar,JavaScript,2846,55,225,3812,60,225,824.0,1.7646,1.4625,1.3383,59.25,1.9578,1.4634,1.3255
24818657,https://github.com/orcaman/concurrent-map,Go,2876,75,433,86,16,433,555.0,2.1243,1.7074,1.4287,97.0,2.0722,1.4925,1.34
2469037,https://github.com/kemayo/sublime-text-git,Python,2836,106,401,423,208,401,1286.75,1.4754,1.2739,1.1726,107.5,1.9116,1.4757,1.3026
100681719,https://github.com/farzher/fuzzysort,JavaScript,2865,39,146,2159,10,146,1660.5,1.237,1.1507,1.2122,51.25,1.6293,1.3743,1.2636
51747445,https://github.com/sobolevn/git-secret,Shell,2868,38,175,4052,59,175,806.0,1.8288,1.4973,1.2995,48.5,1.8557,1.4722,1.3057
37374972,https://github.com/olebedev/go-starter-kit,Go,2851,96,374,11129,17,374,1027.0,1.7936,1.335,1.1594,90.0,1.9778,1.4916,1.3107
10417664,https://github.com/gss/engine,CoffeeScript,2875,98,122,15442,115,122,1643.0,1.3987,1.139,1.0984,42.5,1.6235,1.3841,1.267
212936374,https://github.com/dtolnay/anyhow,Rust,2908,22,88,678,11,88,959.25,1.6393,1.376,1.344,22.25,2.0,1.4551,1.3282
205417653,https://github.com/xiaoxiunique/awesome-IntelliJ-IDEA,,2907,50,58,103223,6,58,614.0,2.7362,1.4565,1.188,15.0,1.9333,1.5517,1.2889
40519621,https://github.com/anishathalye/git-remote-dropbox,Python,2902,59,149,186,2,149,1792.25,1.2085,1.1692,1.1455,48.25,1.7098,1.3909,1.2985
170907532,https://github.com/Luolc/AdaBound,Python,2888,78,326,2714,17,326,2302.75,1.1132,1.0682,1.0547,188.25,1.2829,1.1667,1.1358
332240585,https://github.com/niespodd/browser-fingerprinting,JavaScript,2906,61,143,1062,4,143,87.5,29.4857,1.0696,1.0531,89.0,1.2809,1.1316,1.1085
56998522,https://github.com/skorokithakis/catt,Python,2933,44,132,542,26,132,1540.0,1.2747,1.2557,1.1899,45.0,1.6,1.3889,1.31
65319101,https://github.com/uber-archive/pyflame,C++,2946,66,234,377,35,234,955.0,1.801,1.4398,1.1896,61.0,1.9016,1.4655,1.3235
19283674,https://github.com/scenic-views/scenic,Ruby,2933,44,195,350,17,195,1107.0,1.5528,1.3909,1.2267,45.25,2.0221,1.5273,1.3238
283215238,https://github.com/PAIR-code/lit,Python,2927,72,308,99363,84,308,2228.5,1.118,1.0685,1.0994,173.75,1.2748,1.184,1.1668
177987738,https://github.com/hedgedoc/hedgedoc,TypeScript,2913,33,257,43534,99,257,502.5,2.6965,1.6004,1.3433,63.25,2.0,1.5158,1.3299
46696417,https://github.com/redux-orm/redux-orm,JavaScript,2940,39,116,9026,103,116,977.5,1.8701,1.346,1.1949,30.5,1.9016,1.4914,1.3295
74213528,https://github.com/BoostIO/BoostNote-App,TypeScript,2972,48,308,81117,86,308,474.0,3.673,1.3406,1.2734,75.0,2.0933,1.4904,1.312
44935124,https://github.com/shrinerb/shrine,Ruby,2961,40,263,11185,8,263,1207.5,1.5466,1.338,1.185,67.75,1.9557,1.4887,1.3333
11239863,https://github.com/afragen/git-updater,PHP,2958,108,458,14603,5,458,805.0,1.9963,1.435,1.2827,119.5,1.9163,1.4869,1.3216
9873882,https://github.com/FredKSchott/CoVim,Vim script,2961,77,98,82,14,98,1497.0,1.2258,1.4752,1.0938,33.75,1.5556,1.4143,1.2525
163356901,https://github.com/hantmac/Mastering_Go_ZH_CN,Go,2967,108,378,7481,1,378,762.5,1.9908,1.7451,1.12,81.5,2.7362,1.3251,1.2047
68965673,https://github.com/Aufree/awesome-wechat-weapp,JavaScript,2973,214,521,60,4,521,2483.0,1.0701,1.0677,1.0479,350.0,1.1257,1.0926,1.0894
365373172,https://github.com/growthbook/growthbook,TypeScript,2985,29,140,5656,59,140,1461.0,1.1786,1.464,1.1841,45.0,1.6,1.5,1.287
65563448,https://github.com/apollographql/apollo-tooling,TypeScript,2988,68,476,29764,369,476,710.5,2.3997,1.4396,1.2174,113.5,2.1542,1.5,1.2761
168118326,https://github.com/TuSimple/simpledet,Python,3010,120,487,1407,43,487,1854.5,1.319,1.1314,1.0876,202.75,1.4673,1.3487,1.1938
31404632,https://github.com/babel/babel-eslint,JavaScript,2970,56,231,1183,4,231,848.0,1.8396,1.5365,1.239,56.5,1.9469,1.5409,1.3038
