ids,name_repo,lenguaje,stargazers,watchers,forks,tamaño_kb,issues,network_size,star_q1,star_gq2,star_gq3,star_gq4,fork_q1,fork_gq2,fork_gq3,fork_gq4
38586576,https://github.com/PlusHaze/TrayNotification,Java,1395,35,107,345,13,107,1137.5,1.1077,1.096,1.0825,52.0,2.0385,1.4717,1.3205
40425843,https://github.com/typora/typora-issues,,1409,49,53,24,503,53,422.25,1.8662,1.4549,1.3162,27.5,1.9273,1.4811,1.3248
23600226,https://github.com/davidtheclark/scalable-css-reading-list,,1457,102,81,33,3,81,879.5,1.2825,1.184,1.1659,57.5,1.5826,1.3681,1.2851
66751877,https://github.com/HiFaraz/node-playbook,,1404,36,51,61,0,51,1406.25,1.0251,1.0217,1.0212,64.0,1.2188,1.2051,1.0851
271616776,https://github.com/twostraws/wwdc,,1431,168,102,271,0,102,988.0,1.1741,1.2543,1.0522,69.0,1.4493,1.59,1.2075
72257883,https://github.com/mthom/scryer-prolog,Rust,1435,50,74,6725,233,74,501.5,1.5813,1.2863,1.5049,36.0,1.8889,1.5,1.4118
156233144,https://github.com/joshfarrant/shortcuts-js,TypeScript,1419,31,84,8712,49,84,774.0,1.5297,1.1584,1.1075,51.5,1.8058,1.3817,1.2763
399821046,https://github.com/varbhat/exatorrent,Go,1439,14,74,450,7,74,1338.5,1.0545,1.0413,1.0471,88.0,1.25,1.1636,1.1406
44019644,https://github.com/ntop/nProbe,Lua,1416,28,41,9581,78,41,530.0,1.6925,1.3567,1.2457,22.0,1.9091,1.4762,1.3226
59865633,https://github.com/asvd/microlight,JavaScript,1445,32,68,12,7,68,1288.25,1.0739,1.0551,1.0584,59.5,1.4286,1.2765,1.2166
95147711,https://github.com/fossasia/MMM-SUSI-AI,TypeScript,1471,10,19,1369,7,19,494.0,1.9089,1.4115,1.1803,11.0,1.8182,1.45,1.3103
256961429,https://github.com/goccy/go-json,Go,1476,17,52,4782,17,52,727.5,1.5615,1.2099,1.1466,33.0,1.697,1.4464,1.2593
99345227,https://github.com/fossasia/susi_hangoutbot,JavaScript,1454,8,10,228,2,10,509.0,1.8409,1.4098,1.1764,6.5,1.6923,1.4091,1.2903
295847167,https://github.com/balazsbotond/urlcat,TypeScript,1468,10,38,743,48,38,1362.0,1.0477,1.0427,1.0538,33.0,1.5152,1.26,1.2063
141798743,https://github.com/kanishka-linux/reminiscence,JavaScript,1519,40,77,1450,23,77,1012.0,1.2144,1.1579,1.1377,55.5,1.5676,1.3621,1.2658
37457848,https://github.com/fossasia/timeline.api.fossasia.net,JavaScript,1501,9,4,188,1,4,582.75,1.6542,1.409,1.1787,3.5,1.4286,1.3,1.2308
188709594,https://github.com/synox/youtube-dl-interactive,JavaScript,1475,17,64,863,3,64,1371.0,1.0627,1.0429,1.0365,66.0,1.303,1.2093,1.2115
429485913,https://github.com/89luca89/distrobox,Shell,1480,20,76,7827,23,76,757.75,1.4451,1.2203,1.1824,44.0,1.9545,1.3488,1.3103
91023587,https://github.com/owenthereal/godzilla,Go,1477,35,34,101,8,34,1281.75,1.0778,1.074,1.0628,35.0,1.3429,1.2234,1.1826
